0	55	0.3296875	0.278125	0.659375	0.203125
1	55	0.61484375	0.29921875	0.0890625	0.1609375
2	55	0.3296875	0.159375	0.659375	0.31875
5	53	0.55078125	0.7515625	0.2171875	0.328125
6	53	0.5671875	0.90703125	0.184375	0.1859375
7	53	0.2407428151607801	0.8192430596460538	0.3864399431608116	0.3059056368430848
8	53	0.4859375	0.43203125	0.346875	0.1046875
9	53	0.57421875	0.53203125	0.1703125	0.2828125
10	53	0.1858623705500761	0.6196462249271754	0.3317039763542905	0.2419507854311589
11	53	0.8296875	0.69921875	0.340625	0.6015625
12	53	0.8296875	0.4796875	0.340625	0.2
