12	0.29296875	0.0671875	0.3828125	0.134375
12	0.20546875	0.1890625	0.3765625	0.321875
12	0.44296875	0.2765625	0.1515625	0.146875
12	0.090625	0.11640625	0.18125	0.2328125
12	0.45703125	0.0875	0.1234375	0.175
12	0.0625	0.2453125	0.125	0.209375
12	0.6046875	0.175	0.171875	0.35
12	0.77265625	0.05625	0.2828125	0.1125
12	0.04375	0.53828125	0.0875	0.3390625
12	0.4453125	0.62890625	0.146875	0.3171875
12	0.25703125	0.42578125	0.2859375	0.1515625
12	0.43125	0.45859375	0.175	0.2171875
12	0.3484375	0.7576488812918506	0.2484375	0.2139229648447217
12	0.309375	0.5487626053728692	0.2375	0.2270285575874069
12	0.37265625	0.96796875	0.2921875	0.0640625
12	0.2546875	0.8791343190862954	0.215625	0.2407397430727776
12	0.02421875	0.7359375	0.0484375	0.228125
12	0.11484375	0.7465870762963418	0.2109375	0.2340796399624995
